Ad Date,Ad Title,Ad Type,Age Specified,County,Gender Specified,Image No,Count,URL_ERROR,FULL TEXT,Notes,Press Date,Sale Date,Sale Disposition,Sale Location County,Sale Location Locale,Sale Location State,Skills Specified,First Name,Last Name,Source,Source Page,Subscriber County,Subscriber Firstname,Subscriber Lastname,Subscriber Locale,Subscriber State
18510829,Wanted,buy,,,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510829acda14.pdf,,,"WANTED-A SERVANT woman to cook, wash
 and iron. Also, a CHAMBERMAID. Slaves
 preferred.
Apply at No. 76 St. Paul's street, or No. 40 Lombard St.
au 29 6t",p.3 wants,18510829,,private_dealer,,,MD,"Cook, Wash, Iron",,,American Commercial and Daily Advertiser,,,,,No. 76 St. Paul St.,MD
18510829,Wanted,buy,,,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510829acda14.pdf,,,"WANTED-A SERVANT woman to cook, wash
 and iron. Also, a CHAMBERMAID. Slaves
 preferred.
Apply at No. 76 St. Paul's street, or No. 40 Lombard St.
au 29 6t",p.3 wants,18510829,,private_dealer,,,MD,Chambermaid,,,American Commercial and Daily Advertiser,,,,,No. 76 St. Paul St.,MD
18510830,For Sale,Sale,34,Kent,Female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510906kn1.pdf,,ERROR (2 occurrences),,"Both are slaves for life. Contact the editor if interested. Ad repeats until September 27, 1851.",18510906,,private_dealer,,,,"First rate cook, ironer, and washer.",,,Kent News,2,,,,,
18510830,For Sale,Sale,15,Kent,Female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510906kn1.pdf,,ERROR (2 occurrences),,"Both are slaves for life. Contact the editor if interested. Ad repeats until September 27, 1851.",18510906,,private_dealer,,,,First rate nurse and house servant,,,Kent News,2,,,,,
18510903,Valuable Servants for sale,sell,,,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510903acda15.pdf,,,"VALUABLE SERVANTS FOR SALE—From the
Eastern and Western Shore, (Slaves for life and a
term of years,) consisting of four WOMEN, excellent
plain cooks, washers and ironers, (one as low as $150;)
five GIRLS and three BOYS, raised to nurse, house and
farm work generally. They are sent here, for sale, with
most excellent reputed characters in all respects. It is
much more desirable to get for these servants good homes
than high prices, as they are sold without fault of any
kind. They will be sold at low prices, or exchanged for
servants suitable for the South, with bad characters.
They can be seen, if early application is made, at No. 18
S. Frederick, near Second st.
2t? se 3",p.2 4th column,18510903,,private_dealer,,Four Women and,MD,Cook; wash; iron,,,American Commercial and Daily Advertiser,,,,,No. 18 S. Frederick St.,MD
18510903,Valuable Servants for sale,sell,,,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510903acda15.pdf,,,"VALUABLE SERVANTS FOR SALE—From the
Eastern and Western Shore, (Slaves for life and a
term of years,) consisting of four WOMEN, excellent
plain cooks, washers and ironers, (one as low as $150;)
five GIRLS and three BOYS, raised to nurse, house and
farm work generally. They are sent here, for sale, with
most excellent reputed characters in all respects. It is
much more desirable to get for these servants good homes
than high prices, as they are sold without fault of any
kind. They will be sold at low prices, or exchanged for
servants suitable for the South, with bad characters.
They can be seen, if early application is made, at No. 18
S. Frederick, near Second st.
2t? se 3",p.2 4th column,18510903,,private_dealer,,Five Girls,MD,Nurse; housework; farmwork,,,American Commercial and Daily Advertiser,,,,,No. 18 S. Frederick St.,MD
18510924,Wanted,Buy,"14, 15 or 16",Charles,Male,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510924pttacca1.pdf,,,"WANTED
TO PURCHASE by a gentleman in Washington, D.C., for his own private use, two likely,
smart, active, healthy and honest NEGRO BOYS,
to be about 14, 15 or 16 years of age, full grown, and
for which a fair price will be given. Address 
COLUMBUS ALEXANDER 
Washington, D. C.
Sept. 24, 1851.","For his own private use, two likely, smart, active, healthy and honest negro boys. Full grown, and for which a fair price will be given",18510924,,,Charles,,MD,,,,Port Tobacco Times and Charles County Advertiser,2,D.C.,Columbus,Alexander,Washington D.C.,D.C.
18511006,To Hire,sell,,,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18511006acda16.pdf,,,"TO HIRE--A first rate SERVANT GIRL, slave, for Chambermaid and Waiter, can bring the best of references, apply a this office.
oc 6",p.2 3rd column,18511006,,private_dealer,,,MD,Chambermaid; waiter,,,American Commercial and Daily Advertiser,,,,,,MD
18511029,Wanted,Buy,16 or 17,Charles,Male,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18511029pttacca1.pdf,,,"WANTED, a good and experienced MANAGER for my Farm, on the Pomonkey river. An unmarried man would be preferred. None need apply unless well recommended.
Also, I wish to purchase a good and faithful NEGRO BOY, of 16 or 17 years of age, accustomed to horses.
LOGAN BRANDT.
oct29-tf",Wish to purchase a good and faithful negro boy,18511029,,,Charles,,MD,Accostomed to horses. Ad to be placed until found,,,Port Tobacco Times and Charles County Advertiser,2,Charles,Logan,Brandt,Pomonkey River,MD
18511110,Public Sale,Sell,,Charles,,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18511126pttacca1.pdf,,,"PUBLIC SALE.
By virtue of an order of Charles County
Orphans’ Court, I will sell at public
sale, oh THURSDAY the 11th of DECEMBER next», if fair, if not, the next day,
at Hill Serene, the late residence of Samuel
L. Briscoe, deceased, the whole personal
of said deceased. consisting of
about 25 NEGROES.
Horses. Cattle. Sheep.
Household and
Kitchen Furniture. Farming Utensils, a crop of Corn
and Tobarco. &c.
TERMS OF SALE:—A credit of six months
for all sums over ten dollars, the purchaser
giving bond with approved security, bearing
interest from day of sale' for all sums of
and under ten, cash.
WALTER H. BRISCOE, Administrator
of Samuel L. Briscoe.
Nov. 10, 1851 —ts.","Twenty five negroes. Ad to be placed until sold. Walter H. Briscoe, administrator of Samuel I. Briscoe",18511126,18511211,,Charles,Late residence of Samuel I. Briscoe,MD,,,,Port Tobacco Times and Charles County Advertiser,2,Charles,Walter H.,Briscoe,,MD
18511129,Wanted,Hire,14,Kent,Male,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18511206kn1b.pdf,,ERROR,,"To hire for the next year, apply to Albert E. Bassford. Ad runs through January 10, 1852 issue.",18511206,,private_dealer,,,Maryland,,,,Kent News,2,,Albert E.,Bassford,,
18511203,Notice,Sell,28,Charles,,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18511210pttacca5.pdf,,,"NOTICE.
THE subscriber will sell on WEDNESDAY,
the 17th of DECEMBER next, (if fair, if not,
the next fair day thereafter,) on the premises, the
FARM upon which Mary Amery, late of Charles
county, deceased, resided ; and at the same time
and place, a LIKELY NEGRO, about twenty-eight or thirty years of age.
The terms will be made known on the day of sale.
THOMAS C. WARD,
Agent for James Amery.
Dec. 3, 1851.","Terms will be made known on the day of the sale, Thomas C. Ward, agent for James Amery.",18511203,18511217,,Charles,Farm upon which Mary Amery resided,MD,,,,Port Tobacco Times and Charles County Advertiser,3,Charles,Thomas C.,Ward,,MD
18511203,For Sale,Sell,,Charles,Female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18511203pttacca1.pdf,,,"FOR SALE.
TWO or three likely NEGRO WOMEN, and
four very superior MULES for sale. Enquire
at this Office.
Dec. 3, 1851—3t.","Two or three negro women, enquire at this office. Ad to run 3 times",18511203,,,Charles,,MD,,,,Port Tobacco Times and Charles County Advertiser,2,Charles,,,Port Tobacco,MD
18511206,Wanted,Purchase,,Kent,Female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18511206kn1a.pdf,,ERROR,,"To purchase for fair price, with or without children, and must be of good character and health, suitable for a family servant. To good home and kind treatment will be offered. Apply to Editor. Ad stops on April 17, 1852.",18511206,,private_dealer,,,Maryland,,,,Kent News,2,,,,,
18511210,Public Sale,Sell,,Charles,,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18511210pttacca3.pdf,,,"PUBLIC SALE.
BY virtue of an order of the Orphans'
Court of Charles County, the underlined will sell, at public sale, on THURSDAY,
the 1st day of JANUARY next, on the premises of the late John Montgomery, deceased, several LIKELY NEGROES, the property of said deceased.
TERMS OF SALE:—A credit of six months
will he given, the purchaser giving bond
with approved security, bearing interest
from day of sale.
JULIANA MONTGOMERY.
ACQUILA W. MARLOW, Executors
Dec. 10, 1851. of John Montgomery.","Credit of 6 months will be given, purchaser giving bond with approved security, bearing interest from day of sale. Juliana Montgomery & Acquila W. Marlow, executors of John Montgomery",18511210,18520101,,Charles,,MD,,,,Port Tobacco Times and Charles County Advertiser,3,Charles,Julianna,Montgomery,,MD
18511210,Public Sale,Sell,,Charles,Both,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18511210pttacca2.pdf,,,"PUBLIC SALE.
BY virtue of an order of the Orphans’ Court of Charles County, the subscriber will sell at Public Sale, at the late residence of Allison F. Bealle, deceased, on
TUESDAY the 6th day of JANUARY
next, (if fair, if not, the next fair day thereafter,) all the personal property of the
said deceased, consisting of
TWENTY-SIX NEGROES,
of both sexes,
Household and Kitchen Furniture, Farming Utensils. Horses, Mules. Cattle, Sheep,
Hogs, Corn. Fodder, Straw, &c.
Terms of Sale : A credit of six months
will be given for all sums above ten dollars,
the purchaser giving bond, with approved
security, bearing interest from the day of
sale; and for all sums of and under ten
dollars the cash will be required.
CHARLES R. BEALLE, Executor
Dec. 10,1851 of Allison F, Bealle.","Twenty-six negroes of both sexes. Charles R. Bealle, executor of Allison F. Bealle",18511210,18520106,,Charles,Late residence of Allison F. Bealle,MD,,,,Port Tobacco Times and Charles County Advertiser,2,Charles,Charles R.,Bealle,,MD
18511227,For Sale,Sale,,Kent,Female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18511227kn4b.pdf,,ERROR,,A young and healthy negro woman. Enquire at this office.,18511227,,private_dealer,,,,Fine house servant.,,,Kent News,2,,,,,
18511227,Negroes for Sale,Sale,Middle Aged,Kent,Female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18511227kn4.pdf,,ERROR (4 occurrences),,"Slave for life. Believed to be honest, orderly, and well disposed house servants. To be sold low for cash or on a credit of 6 months. Ad repeats through February 28, 1852.",18511227,,public_dealer,,,,"Good cook, washer, and ironer.",,,Kent News,2,BC,John N.,Denning,Baltimore,Maryland
18511227,Negroes for Sale,Sale,,Kent,Female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18511227kn4.pdf,,ERROR (4 occurrences),,"To serve 11 years as a slave from January 1, 1851. Believed to be honest, orderly, and well disposed house servants. To be sold low for cash or on a credit of 6 months. Ad repeats through February 28, 1852",18511227,,public_dealer,,,,"Good cook, washer, and ironer.",,,Kent News,2,BC,John N.,Denning,Baltimore,Maryland
18511227,Negroes for Sale,Sale,13,Kent,Female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18511227kn4.pdf,,ERROR (4 occurrences),,"To serve until January 1868. Believed to be honest, orderly, and well disposed house servants. To be sold low for cash or on a credit of 6 months. Ad repeats through February 28, 1852.",18511227,,public_dealer,,,,Raised to nurse and housework.,,,Kent News,2,BC,John N.,Denning,Baltimore,Maryland
18511227,Negroes for Sale,Sale,11,Kent,Female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18511227kn4.pdf,,ERROR (4 occurrences),,"To serve until January 1, 1875. Believed to be honest, orderly, and well disposed house servants. To be sold low for cash or on a credit of 6 months. Ad repeats through February 28, 1852.",18511227,,public_dealer,,,,Raised to nurse and housework.,,,Kent News,2,BC,John N.,Denning,Baltimore,Maryland
18520105,Sheriff's Sale,Sell,,Charles,Female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18520107pttacca2.pdf,,,"SHERIFF’S SALE.
BY virtue of a writ of fieri facias issued oyt of
Charles County Court, and to me directed, I
will sell to the highest bidder for cash, at Beantown,
on Saturday the 31st inst, one negro woman, Hetty,
taken in execution as the property of Julianna
Montgomery arid Aquilla W. Marlow, Administrators cum
testamenta annexo, and will be sold to satisfy a judgment due John H. Eden, use of Ignatius A. Lancaster and James S. Hayden.
J. R. ROBERTSON, late Sheriff.
Jan. 5,1852 ($1)","Sold to the highest bidder for cash, taken in execution as the property of Julianna Montgomery and Aquilla W. Marlow",18520105,18520131,,Charles,Beantown,MD,,Hetty,,Port Tobacco Times and Charles County Advertiser,2,Charles,J.R.,Robertson,Beantown,MD
18520105,Sheriff's Sale,Sell,,Charles,Male,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18520107pttacca1.pdf,,,"SHERIFF’S SALE.
By virtue of a writ of renditioni exponas, issued
out of Charles County Court, and to me directed, I will sell to the highest bidder, for cash, at
Brantown, on Saturday the 31st inst., one negro
man, Bill, taken in execution as the property of
William L. Berry, and will be sold to satisfy
judgment due Henry D. Harvey, Thomas J. Carson
James Ross and Samuel C. Edes.
J. R. ROBERTSON, late Sheriff.
Jan. 5, 1852.	($1)",Taken in execution as property of William L. Berry,18520105,18520131,,Charles,Beantown,MD,,Bill,,Port Tobacco Times and Charles County Advertiser,2,Charles,J.R.,Robertson,Baltimore,MD
18520107,Valuable Servants for Sale,sell,,Baltimore City,both,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18520107acda1.pdf,,,"VALUABLE SERVANTS FOR SALE-Slaves for life and term of years—two middle aged women
slaves for life; one women and two girls, aged 12 and 15,
the former a most excellent plain cook, washer and ironer,
and the latter good nurse and house girls; also a very
handsome boy about 17 years old, to serve near 8 years,
a first rate dining-room servant and a good driver They
are all believed to be orderly, honest, well disposed servants. The most of them from the Eastern Shore, and
have been raised in some of the best families in the State;
they are sent here for sale without fault of any kind. To
good homes, will be sold low and on easy terms. Can be
seen at No 18 SOUTH FREDERICK. NEAR SECOND STREET.
2t? ja 7","5 women, 1 man all slaves for life from the Eastern Shore",18520107,,private,,,MD,domestic,,,American and Commercial Daily Advertiser,,BC,,,18 S. Frederick St.,MD
